PROVIDER;DESCRIPTION;CONTEXT;NAMESPACE;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_PROFILE;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_REFERENCES;REQUIREMENTS_ATTRIBUTES_DEFAULTVALUE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:aggregate-to-admin does not use wildcards.;5a6a04ba-e8ab-4041-9524-2df568722cf2;system:aggregate-to-admin;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:aggregate-to-edit does not use wildcards.;cfa3afe0-d0f6-4c43-8b0f-6e1577b41e5c;system:aggregate-to-edit;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:aggregate-to-view does not use wildcards.;43ceb907-7595-4b65-8580-4b2305cf8cfd;system:aggregate-to-view;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:auth-delegator does not use wildcards.;5e6557ce-533f-4316-a4b8-b7edf01957a1;system:auth-delegator;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:basic-user does not use wildcards.;97d7f077-e07b-4b1b-bfe6-37778ea3ca92;system:basic-user;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:certificates.k8s.io:certificatesigningrequests:nodeclient does not use wildcards.;9ff53f69-1473-4795-b043-06f57cae323c;system:certificates.k8s.io:certificatesigningrequests:nodeclient;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:certificates.k8s.io:certificatesigningrequests:selfnodeclient does not use wildcards.;c5f32fd8-4a18-4cd2-9bfd-ce4a5d3b244c;system:certificates.k8s.io:certificatesigningrequests:selfnodeclient;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:certificates.k8s.io:kube-apiserver-client-approver does not use wildcards.;c889c75b-7f1c-451a-9df8-f93529fadb67;system:certificates.k8s.io:kube-apiserver-client-approver;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:certificates.k8s.io:kube-apiserver-client-kubelet-approver does not use wildcards.;2b87ef6b-8550-4e41-ab37-a942a8c159af;system:certificates.k8s.io:kube-apiserver-client-kubelet-approver;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:certificates.k8s.io:kubelet-serving-approver does not use wildcards.;3e1a1fa8-096f-4005-b310-a76d33d0a191;system:certificates.k8s.io:kubelet-serving-approver;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:certificates.k8s.io:legacy-unknown-approver does not use wildcards.;4fc6b653-b065-480e-a0e1-8d7766451a3c;system:certificates.k8s.io:legacy-unknown-approver;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:attachdetach-controller does not use wildcards.;85ad6acb-9e0e-4a80-bc7c-055daccce61b;system:controller:attachdetach-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:certificate-controller does not use wildcards.;dc7a8091-c8e1-4564-b1e5-a7f6de2391af;system:controller:certificate-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:clusterrole-aggregation-controller does not use wildcards.;186cd66d-cf4c-4076-bb77-9befdc3381a5;system:controller:clusterrole-aggregation-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:cronjob-controller does not use wildcards.;87c30e54-f285-400e-8ef1-1bab29f842ad;system:controller:cronjob-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:daemon-set-controller does not use wildcards.;4ae23e7a-2483-4a78-8adb-0171fe534195;system:controller:daemon-set-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:deployment-controller does not use wildcards.;2352b154-7803-4b91-9f35-463fe5fada27;system:controller:deployment-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:device-taint-eviction-controller does not use wildcards.;ea96160a-76af-4a0e-9f06-e1da5ee0cba8;system:controller:device-taint-eviction-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;FAIL;ClusterRole system:controller:disruption-controller uses wildcards.;d6300b8a-f297-49ef-9509-214fa88a5b66;system:controller:disruption-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:endpoint-controller does not use wildcards.;820c8471-bce2-4401-a6c1-e2bda7ff76f7;system:controller:endpoint-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.3;Minimize wildcard use in Roles and ClusterRoles;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard * which matches all items.   Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.;The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.;;Where possible replace any use of wildcards in ClusterRoles and Roles with specific objects or actions.;Retrieve the roles defined across each namespaces in the cluster and review for wildcards  ``` kubectl get roles --all-namespaces -o yaml ```  Retrieve the cluster roles defined in the cluster and review for wildcards  ``` kubectl get clusterroles -o yaml ```;;;;PASS;ClusterRole system:controller:endpointslice-controller does not use wildcards.;2bbc9a9e-30d5-47bb-8075-8fee281275d3;system:controller:endpointslice-controller;rbac_minimize_wildcard_use_roles;False;CIS;CIS Kubernetes Benchmark v1.11.0
